"","Var1","Var2","Var3","Var4","CET_CP_perf","PTS_CP_perf","CET_QR_perf","PTS_QR_perf","CET_quantile","PTS_quantile","CET_Lr","CET_La","CET_Ls","CET_Lb","CET_Ur","CET_Ua","CET_Us","CET_Ub","PTS_Lr","PTS_La","PTS_Ls","PTS_Lb","PTS_Ur","PTS_Ua","PTS_Us","PTS_Ub"
"72",180,50,20,20,0.843373493975904,0.771084337349398,0.91566265060241,0.85140562248996,0.85791795456328,0.928230318062436,2.6,50,8e-06,100,0.01,3500,2,100,2.6,50,8e-06,100,0.01,3500,2,100
"120",180,50,20,40,0.726907630522088,0.714859437751004,0.93574297188755,0.759036144578313,0.85791795456328,0.928230318062436,2.6,50,8e-06,100,0.01,3500,2,100,2.6,50,8e-06,100,0.01,3500,2,100
"28",180,80,20,0,0.662650602409639,0.650602409638554,0.891566265060241,0.682730923694779,0.85791795456328,0.928230318062436,2.6,50,8e-06,100,0.01,3500,2,100,2.6,50,8e-06,100,0.01,3500,2,100
"76",180,80,20,20,0.855421686746988,0.726907630522088,0.891566265060241,0.839357429718876,0.85791795456328,0.928230318062436,2.6,50,8e-06,100,0.01,3500,2,100,2.6,50,8e-06,100,0.01,3500,2,100
"124",180,80,20,40,0.710843373493976,0.686746987951807,0.875502008032129,0.759036144578313,0.85791795456328,0.928230318062436,2.6,50,8e-06,100,0.01,3500,2,100,2.6,50,8e-06,100,0.01,3500,2,100
"32",180,100,20,0,0.686746987951807,0.630522088353414,0.867469879518072,0.718875502008032,0.85791795456328,0.928230318062436,2.6,50,8e-06,100,0.01,3500,2,100,2.6,50,8e-06,100,0.01,3500,2,100
"80",180,100,20,20,0.875502008032129,0.710843373493976,0.887550200803213,0.823293172690763,0.85791795456328,0.928230318062436,2.6,50,8e-06,100,0.01,3500,2,100,2.6,50,8e-06,100,0.01,3500,2,100
"128",180,100,20,40,0.742971887550201,0.646586345381526,0.863453815261044,0.751004016064257,0.85791795456328,0.928230318062436,2.6,50,8e-06,100,0.01,3500,2,100,2.6,50,8e-06,100,0.01,3500,2,100
"36",180,15,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84",180,15,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132",180,15,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",180,50,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88",180,50,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136",180,50,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",180,80,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92",180,80,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"140",180,80,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48",180,100,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96",180,100,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144",180,100,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
