"","Var1","Var2","Var3","Var4","CET_CP_perf","PTS_CP_perf","CET_QR_perf","PTS_QR_perf","CET_quantile","PTS_quantile","CET_Lr","CET_La","CET_Ls","CET_Lb","CET_Ur","CET_Ua","CET_Us","CET_Ub","PTS_Lr","PTS_La","PTS_Ls","PTS_Lb","PTS_Ur","PTS_Ua","PTS_Us","PTS_Ub"
"116",230,110,20,40,0.783783783783784,0.0378378378378378,0.927027027027027,0.913513513513514,0.953209442409962,1.00382868562615,0.01,3500,2,100,0.01,3500,2,100,0.01,3500,2,100,0.01,3500,2,100
"24",230,130,20,0,0.159459459459459,0.181081081081081,0.662162162162162,0.659459459459459,0.953209442409962,1.00382868562615,0.01,3500,2,100,0.01,3500,2,100,0.01,3500,2,100,0.01,3500,2,100
"72",230,130,20,20,0.948648648648649,0.00810810810810811,0.959459459459459,0.956756756756757,0.953209442409962,1.00382868562615,0.01,3500,2,100,0.01,3500,2,100,0.01,3500,2,100,0.01,3500,2,100
"120",230,130,20,40,0.705405405405405,0.0513513513513514,0.791891891891892,0.791891891891892,0.953209442409962,1.00382868562615,0.01,3500,2,100,0.01,3500,2,100,0.01,3500,2,100,0.01,3500,2,100
"28",230,180,20,0,0.556756756756757,0.0864864864864865,0.759459459459459,0.756756756756757,0.953209442409962,1.00382868562615,0.01,3500,2,100,0.01,3500,2,100,0.01,3500,2,100,0.01,3500,2,100
"76",230,180,20,20,0.92972972972973,0.0162162162162162,0.959459459459459,0.948648648648649,0.953209442409962,1.00382868562615,0.01,3500,2,100,0.01,3500,2,100,0.01,3500,2,100,0.01,3500,2,100
"124",230,180,20,40,0.689189189189189,0.0405405405405405,0.816216216216216,0.810810810810811,0.953209442409962,1.00382868562615,0.01,3500,2,100,0.01,3500,2,100,0.01,3500,2,100,0.01,3500,2,100
"32",230,210,20,0,0.697297297297297,0.0513513513513514,0.854054054054054,0.827027027027027,0.953209442409962,1.00382868562615,0.01,3500,2,100,0.01,3500,2,100,0.01,3500,2,100,0.01,3500,2,100
"80",230,210,20,20,0.940540540540541,0.0189189189189189,0.97027027027027,0.945945945945946,0.953209442409962,1.00382868562615,0.01,3500,2,100,0.01,3500,2,100,0.01,3500,2,100,0.01,3500,2,100
"128",230,210,20,40,0.743243243243243,0.0243243243243243,0.948648648648649,0.894594594594595,0.953209442409962,1.00382868562615,0.01,3500,2,100,0.01,3500,2,100,0.01,3500,2,100,0.01,3500,2,100
"36",230,110,40,0,0.902702702702703,0.927027027027027,0.962162162162162,0.913513513513514,1.69396363701838,1.49230667843026,3.2,50,8e-06,100,0.01,3500,2,100,3.2,50,8e-06,100,0.01,3500,2,100
"84",230,110,40,20,0.964864864864865,0.994594594594595,0.962162162162162,0.967567567567568,1.69396363701838,1.49230667843026,3.2,50,8e-06,100,0.01,3500,2,100,3.2,50,8e-06,100,0.01,3500,2,100
"132",230,110,40,40,0.956756756756757,0.991891891891892,0.967567567567568,0.940540540540541,1.69396363701838,1.49230667843026,3.2,50,8e-06,100,0.01,3500,2,100,3.2,50,8e-06,100,0.01,3500,2,100
"40",230,130,40,0,0.908108108108108,0.894594594594595,0.956756756756757,0.886486486486487,1.69396363701838,1.49230667843026,3.2,50,8e-06,100,0.01,3500,2,100,3.2,50,8e-06,100,0.01,3500,2,100
"88",230,130,40,20,0.967567567567568,0.991891891891892,0.962162162162162,0.97027027027027,1.69396363701838,1.49230667843026,3.2,50,8e-06,100,0.01,3500,2,100,3.2,50,8e-06,100,0.01,3500,2,100
"136",230,130,40,40,0.867567567567568,0.916216216216216,0.87027027027027,0.875675675675676,1.69396363701838,1.49230667843026,3.2,50,8e-06,100,0.01,3500,2,100,3.2,50,8e-06,100,0.01,3500,2,100
"44",230,180,40,0,0.875675675675676,0.894594594594595,0.908108108108108,0.854054054054054,1.69396363701838,1.49230667843026,3.2,50,8e-06,100,0.01,3500,2,100,3.2,50,8e-06,100,0.01,3500,2,100
"92",230,180,40,20,0.964864864864865,0.989189189189189,0.962162162162162,0.956756756756757,1.69396363701838,1.49230667843026,3.2,50,8e-06,100,0.01,3500,2,100,3.2,50,8e-06,100,0.01,3500,2,100
"140",230,180,40,40,0.875675675675676,0.910810810810811,0.856756756756757,0.845945945945946,1.69396363701838,1.49230667843026,3.2,50,8e-06,100,0.01,3500,2,100,3.2,50,8e-06,100,0.01,3500,2,100
"48",230,210,40,0,0.921621621621622,0.943243243243243,0.916216216216216,0.854054054054054,1.69396363701838,1.49230667843026,3.2,50,8e-06,100,0.01,3500,2,100,3.2,50,8e-06,100,0.01,3500,2,100
"96",230,210,40,20,0.978378378378378,0.989189189189189,0.972972972972973,0.940540540540541,1.69396363701838,1.49230667843026,3.2,50,8e-06,100,0.01,3500,2,100,3.2,50,8e-06,100,0.01,3500,2,100
"144",230,210,40,40,0.972972972972973,0.983783783783784,0.964864864864865,0.897297297297297,1.69396363701838,1.49230667843026,3.2,50,8e-06,100,0.01,3500,2,100,3.2,50,8e-06,100,0.01,3500,2,100
