;Var1;Var2;Var3;Var4;CET_CP_perf;PTS_CP_perf;CET_CP_perf_B2;PTS_CP_perf_B2;CET_QR_perf;PTS_QR_perf;CET_quantile;PTS_quantile;CET_quantile_B2;PTS_quantile_B2;CET_Lr;CET_La;CET_Ls;CET_Lb;CET_Ur;CET_Ua;CET_Us;CET_Ub;PTS_Lr;PTS_La;PTS_Ls;PTS_Lb;PTS_Ur;PTS_Ua;PTS_Us;PTS_Ub
47;120;100;40;0;0.883963494;0.932637983;0.883963494;0.881355932;0.920686658;0.886353759;2.200998832;1.060820586;2.217856673;2.217856673;3.5;50;8.00E-06;100;0.01;3500;2;100;3.5;50;8.00E-06;100;0.01;3500;2;100
95;120;100;40;20;0.925467188;0.957409822;0.925467188;0.930465015;0.891134289;0.89178618;2.200998832;1.060820586;2.217856673;2.217856673;3.5;50;8.00E-06;100;0.01;3500;2;100;3.5;50;8.00E-06;100;0.01;3500;2;100
143;120;100;40;40;0.902651021;0.943285528;0.903085615;0.900043459;0.899391569;0.887222947;2.200998832;1.060820586;2.217856673;2.217856673;3.5;50;8.00E-06;100;0.01;3500;2;100;3.5;50;8.00E-06;100;0.01;3500;2;100
4;180;15;0;0;0.592568449;0.665362886;0.593003042;0.63972186;0.984789222;0.574098218;0.960618258;0.888579693;0.962956135;0.962956135;3.5;50;8.00E-06;100;0.01;3500;2;100;3.5;50;8.00E-06;100;0.01;3500;2;100
52;180;15;0;20;0.875271621;0.907214255;0.877009996;0.87396784;0.969361147;0.859626249;0.960618258;0.888579693;0.962956135;0.962956135;3.5;50;8.00E-06;100;0.01;3500;2;100;3.5;50;8.00E-06;100;0.01;3500;2;100
100;180;15;0;40;0.777922642;0.828987397;0.778357236;0.795089092;0.969361147;0.758365928;0.960618258;0.888579693;0.962956135;0.962956135;3.5;50;8.00E-06;100;0.01;3500;2;100;3.5;50;8.00E-06;100;0.01;3500;2;100
8;180;50;0;0;0.676879618;0.758583225;0.677531508;0.698174707;0.960669274;0.654498044;0.960618258;0.888579693;0.962956135;0.962956135;3.5;50;8.00E-06;100;0.01;3500;2;100;3.5;50;8.00E-06;100;0.01;3500;2;100
56;180;50;0;20;0.880921339;0.915906128;0.889395915;0.872664059;0.907866145;0.863320296;0.960618258;0.888579693;0.962956135;0.962956135;3.5;50;8.00E-06;100;0.01;3500;2;100;3.5;50;8.00E-06;100;0.01;3500;2;100
104;180;50;0;40;0.785093438;0.870056497;0.786831812;0.79248153;0.939156888;0.795089092;0.960618258;0.888579693;0.962956135;0.962956135;3.5;50;8.00E-06;100;0.01;3500;2;100;3.5;50;8.00E-06;100;0.01;3500;2;100
12;180;80;0;0;0.712950891;0.829639287;0.714689266;0.729682747;0.925467188;0.71577575;0.960618258;0.888579693;0.962956135;0.962956135;3.5;50;8.00E-06;100;0.01;3500;2;100;3.5;50;8.00E-06;100;0.01;3500;2;100
60;180;80;0;20;0.899608866;0.935028249;0.901129944;0.896784007;0.91851369;0.868535419;0.960618258;0.888579693;0.962956135;0.962956135;3.5;50;8.00E-06;100;0.01;3500;2;100;3.5;50;8.00E-06;100;0.01;3500;2;100
108;180;80;0;40;0.800086919;0.87809648;0.804215558;0.804432855;0.929378531;0.780530204;0.960618258;0.888579693;0.962956135;0.962956135;3.5;50;8.00E-06;100;0.01;3500;2;100;3.5;50;8.00E-06;100;0.01;3500;2;100
16;180;100;0;0;0.773576706;0.865927857;0.780095611;0.787483703;0.920686658;0.755975663;0.960618258;0.888579693;0.962956135;0.962956135;3.5;50;8.00E-06;100;0.01;3500;2;100;3.5;50;8.00E-06;100;0.01;3500;2;100
64;180;100;0;20;0.882659713;0.918948283;0.883963494;0.885919166;0.891134289;0.841590613;0.960618258;0.888579693;0.962956135;0.962956135;3.5;50;8.00E-06;100;0.01;3500;2;100;3.5;50;8.00E-06;100;0.01;3500;2;100
112;180;100;0;40;0.818122555;0.885049978;0.820947414;0.821816601;0.899391569;0.785528031;0.960618258;0.888579693;0.962956135;0.962956135;3.5;50;8.00E-06;100;0.01;3500;2;100;3.5;50;8.00E-06;100;0.01;3500;2;100
20;180;15;20;0;0.586484137;0.647544546;0.586701434;0.632551065;0.984789222;0.56714472;0.917452854;0.876406895;0.918843497;0.918843497;3.5;50;8.00E-06;100;0.01;3500;2;100;3.5;50;8.00E-06;100;0.01;3500;2;100
68;180;15;20;20;0.864189483;0.89178618;0.864841373;0.866145154;0.969361147;0.859191656;0.917452854;0.876406895;0.918843497;0.918843497;3.5;50;8.00E-06;100;0.01;3500;2;100;3.5;50;8.00E-06;100;0.01;3500;2;100
116;180;15;20;40;0.772055628;0.804867449;0.772272925;0.787918296;0.969361147;0.75619296;0.917452854;0.876406895;0.918843497;0.918843497;3.5;50;8.00E-06;100;0.01;3500;2;100;3.5;50;8.00E-06;100;0.01;3500;2;100
24;180;50;20;0;0.667535854;0.717079531;0.667970448;0.68970013;0.960669274;0.651890482;0.917452854;0.876406895;0.918843497;0.918843497;3.5;50;8.00E-06;100;0.01;3500;2;100;3.5;50;8.00E-06;100;0.01;3500;2;100
72;180;50;20;20;0.847023033;0.897435897;0.849413299;0.849630595;0.907866145;0.863102999;0.917452854;0.876406895;0.918843497;0.918843497;3.5;50;8.00E-06;100;0.01;3500;2;100;3.5;50;8.00E-06;100;0.01;3500;2;100
120;180;50;20;40;0.765536723;0.827249022;0.765971317;0.777922642;0.939156888;0.793785311;0.917452854;0.876406895;0.918843497;0.918843497;3.5;50;8.00E-06;100;0.01;3500;2;100;3.5;50;8.00E-06;100;0.01;3500;2;100
28;180;80;20;0;0.693611473;0.769230769;0.694480661;0.715558453;0.925467188;0.715123859;0.917452854;0.876406895;0.918843497;0.918843497;3.5;50;8.00E-06;100;0.01;3500;2;100;3.5;50;8.00E-06;100;0.01;3500;2;100
76;180;80;20;20;0.875271621;0.914167753;0.876575402;0.875706215;0.91851369;0.868535419;0.917452854;0.876406895;0.918843497;0.918843497;3.5;50;8.00E-06;100;0.01;3500;2;100;3.5;50;8.00E-06;100;0.01;3500;2;100
124;180;80;20;40;0.747501086;0.841373316;0.749891352;0.772707518;0.929378531;0.780095611;0.917452854;0.876406895;0.918843497;0.918843497;3.5;50;8.00E-06;100;0.01;3500;2;100;3.5;50;8.00E-06;100;0.01;3500;2;100
32;180;100;20;0;0.728161669;0.828335506;0.729900043;0.751847023;0.920686658;0.754889179;0.917452854;0.876406895;0.918843497;0.918843497;3.5;50;8.00E-06;100;0.01;3500;2;100;3.5;50;8.00E-06;100;0.01;3500;2;100
80;180;100;20;20;0.861147327;0.900912647;0.864189483;0.870056497;0.891134289;0.840938722;0.917452854;0.876406895;0.918843497;0.918843497;3.5;50;8.00E-06;100;0.01;3500;2;100;3.5;50;8.00E-06;100;0.01;3500;2;100
128;180;100;20;40;0.765536723;0.853759235;0.767926988;0.79726206;0.899391569;0.785093438;0.917452854;0.876406895;0.918843497;0.918843497;3.5;50;8.00E-06;100;0.01;3500;2;100;3.5;50;8.00E-06;100;0.01;3500;2;100
36;180;15;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
84;180;15;40;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
132;180;15;40;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40;180;50;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
88;180;50;40;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
136;180;50;40;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44;180;80;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
92;180;80;40;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140;180;80;40;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48;180;100;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
96;180;100;40;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
144;180;100;40;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
