;Var1;Var2;Var3;Var4;CET_CP_perf;PTS_CP_perf;CET_CP_perf_B2;PTS_CP_perf_B2;CET_QR_perf;PTS_QR_perf;CET_quantile;PTS_quantile;CET_quantile_B2;PTS_quantile_B2;CET_Lr;CET_La;CET_Ls;CET_Lb;CET_Ur;CET_Ua;CET_Us;CET_Ub;PTS_Lr;PTS_La;PTS_Ls;PTS_Lb;PTS_Ur;PTS_Ua;PTS_Us;PTS_Ub
52;230;110;0;20;0.958456389;0.979720417;0.958653278;0.978735972;0.955306163;0.95136838;1.354603342;1.145914801;1.446177772;1.446177772;3.5;50;8.00E-06;100;0.01;3500;2;100;3.5;50;8.00E-06;100;0.01;3500;2;100
100;230;110;0;40;0.950187045;0.978932861;0.95136838;0.976963969;0.968103957;0.935420358;1.354603342;1.145914801;1.446177772;1.446177772;3.5;50;8.00E-06;100;0.01;3500;2;100;3.5;50;8.00E-06;100;0.01;3500;2;100
8;230;130;0;0;0.853317582;0.899783422;0.922819453;0.89564875;0.957865722;0.895058082;1.354603342;1.145914801;1.446177772;1.446177772;3.5;50;8.00E-06;100;0.01;3500;2;100;3.5;50;8.00E-06;100;0.01;3500;2;100
56;230;130;0;20;0.965347509;0.979917307;0.967710179;0.979523528;0.963181729;0.963969285;1.354603342;1.145914801;1.446177772;1.446177772;3.5;50;8.00E-06;100;0.01;3500;2;100;3.5;50;8.00E-06;100;0.01;3500;2;100
104;230;130;0;40;0.871431384;0.902146092;0.872809608;0.897420752;0.916322111;0.866115377;1.354603342;1.145914801;1.446177772;1.446177772;3.5;50;8.00E-06;100;0.01;3500;2;100;3.5;50;8.00E-06;100;0.01;3500;2;100
12;230;180;0;0;0.897420752;0.913959441;0.900374089;0.909234101;0.94428037;0.873006497;1.354603342;1.145914801;1.446177772;1.446177772;3.5;50;8.00E-06;100;0.01;3500;2;100;3.5;50;8.00E-06;100;0.01;3500;2;100
60;230;180;0;20;0.972829297;0.985233314;0.974207521;0.984642646;0.970663516;0.953927939;1.354603342;1.145914801;1.446177772;1.446177772;3.5;50;8.00E-06;100;0.01;3500;2;100;3.5;50;8.00E-06;100;0.01;3500;2;100
108;230;180;0;40;0.899783422;0.916519;0.911990549;0.911596771;0.883047844;0.858633589;1.354603342;1.145914801;1.446177772;1.446177772;3.5;50;8.00E-06;100;0.01;3500;2;100;3.5;50;8.00E-06;100;0.01;3500;2;100
16;230;210;0;0;0.888363851;0.905296318;0.889545186;0.901949203;0.896042528;0.860996259;1.354603342;1.145914801;1.446177772;1.446177772;3.5;50;8.00E-06;100;0.01;3500;2;100;3.5;50;8.00E-06;100;0.01;3500;2;100
64;230;210;0;20;0.910809214;0.932270132;0.911202993;0.931088797;0.905493207;0.893876747;1.354603342;1.145914801;1.446177772;1.446177772;3.5;50;8.00E-06;100;0.01;3500;2;100;3.5;50;8.00E-06;100;0.01;3500;2;100
112;230;210;0;40;0.918487891;0.942114589;0.919275448;0.940145698;0.922031896;0.88403229;1.354603342;1.145914801;1.446177772;1.446177772;3.5;50;8.00E-06;100;0.01;3500;2;100;3.5;50;8.00E-06;100;0.01;3500;2;100
20;230;110;20;0;0.267178578;0.245520772;0.267572357;0.253593227;0.974995078;0.636148848;0.917759432;0.998684911;0.918823775;0.918823775;3.2;50;8.00E-06;100;0.01;3500;2;100;3.2;50;8.00E-06;100;0.01;3500;2;100
68;230;110;20;20;0.882063398;0.652687537;0.882063398;0.912581217;0.955306163;0.931088797;0.917759432;0.998684911;0.918823775;0.918823775;3.2;50;8.00E-06;100;0.01;3500;2;100;3.2;50;8.00E-06;100;0.01;3500;2;100
116;230;110;20;40;0.559558968;0.044693837;0.559558968;0.829690884;0.968103957;0.882850955;0.917759432;0.998684911;0.918823775;0.918823775;3.2;50;8.00E-06;100;0.01;3500;2;100;3.2;50;8.00E-06;100;0.01;3500;2;100
24;230;130;20;0;0.192360701;0.19492026;0.192360701;0.662925773;0.952943493;0.658200433;0.917759432;0.998684911;0.918823775;0.918823775;3.2;50;8.00E-06;100;0.01;3500;2;100;3.2;50;8.00E-06;100;0.01;3500;2;100
72;230;130;20;20;0.927741681;0.686158693;0.927741681;0.922819453;0.963181729;0.950187045;0.917759432;0.998684911;0.918823775;0.918823775;3.2;50;8.00E-06;100;0.01;3500;2;100;3.2;50;8.00E-06;100;0.01;3500;2;100
120;230;130;20;40;0.678283127;0.079149439;0.710572947;0.78657216;0.871825162;0.780271707;0.917759432;0.998684911;0.918823775;0.918823775;3.2;50;8.00E-06;100;0.01;3500;2;100;3.2;50;8.00E-06;100;0.01;3500;2;100
28;230;180;20;0;0.594605237;0.112226816;0.59637724;0.696790707;0.933451467;0.739909431;0.917759432;0.998684911;0.918823775;0.918823775;3.2;50;8.00E-06;100;0.01;3500;2;100;3.2;50;8.00E-06;100;0.01;3500;2;100
76;230;180;20;20;0.910612325;0.687536917;0.929316795;0.925969679;0.96987596;0.946052373;0.917759432;0.998684911;0.918823775;0.918823775;3.2;50;8.00E-06;100;0.01;3500;2;100;3.2;50;8.00E-06;100;0.01;3500;2;100
124;230;180;20;40;0.710966726;0.542626501;0.720220516;0.793069502;0.882063398;0.802913959;0.917759432;0.998684911;0.918823775;0.918823775;3.2;50;8.00E-06;100;0.01;3500;2;100;3.2;50;8.00E-06;100;0.01;3500;2;100
32;230;210;20;0;0.723567631;0.56605631;0.731049419;0.791691278;0.89328608;0.787162827;0.917759432;0.998684911;0.918823775;0.918823775;3.2;50;8.00E-06;100;0.01;3500;2;100;3.2;50;8.00E-06;100;0.01;3500;2;100
80;230;210;20;20;0.877338059;0.729868084;0.878125615;0.888363851;0.905493207;0.87930695;0.917759432;0.998684911;0.918823775;0.918823775;3.2;50;8.00E-06;100;0.01;3500;2;100;3.2;50;8.00E-06;100;0.01;3500;2;100
128;230;210;20;40;0.780074818;0.614294152;0.782831266;0.841898011;0.905886986;0.842488679;0.917759432;0.998684911;0.918823775;0.918823775;3.2;50;8.00E-06;100;0.01;3500;2;100;3.2;50;8.00E-06;100;0.01;3500;2;100
36;230;110;40;0;0.936404804;0.933451467;0.923607009;0.912778106;0.974995078;0.908249655;1.439275861;1.123425975;1.242508116;1.242508116;3.2;50;8.00E-06;100;0.01;3500;2;100;3.2;50;8.00E-06;100;0.01;3500;2;100
84;230;110;40;20;0.958653278;0.977357748;0.958456389;0.972435519;0.955306163;0.946839929;1.439275861;1.123425975;1.242508116;1.242508116;3.2;50;8.00E-06;100;0.01;3500;2;100;3.2;50;8.00E-06;100;0.01;3500;2;100
132;230;110;40;40;0.952155936;0.977357748;0.950580823;0.968103957;0.968103957;0.927741681;1.439275861;1.123425975;1.242508116;1.242508116;3.2;50;8.00E-06;100;0.01;3500;2;100;3.2;50;8.00E-06;100;0.01;3500;2;100
40;230;130;40;0;0.866509155;0.906083875;0.863752707;0.880094507;0.952943493;0.889938964;1.439275861;1.123425975;1.242508116;1.242508116;3.2;50;8.00E-06;100;0.01;3500;2;100;3.2;50;8.00E-06;100;0.01;3500;2;100
88;230;130;40;20;0.966725733;0.978145304;0.965347509;0.97440441;0.963181729;0.960819059;1.439275861;1.123425975;1.242508116;1.242508116;3.2;50;8.00E-06;100;0.01;3500;2;100;3.2;50;8.00E-06;100;0.01;3500;2;100
136;230;130;40;40;0.873006497;0.894664304;0.871628273;0.872022052;0.871825162;0.862571372;1.439275861;1.123425975;1.242508116;1.242508116;3.2;50;8.00E-06;100;0.01;3500;2;100;3.2;50;8.00E-06;100;0.01;3500;2;100
44;230;180;40;0;0.910021658;0.915731443;0.899783422;0.892301634;0.933451467;0.866312266;1.439275861;1.123425975;1.242508116;1.242508116;3.2;50;8.00E-06;100;0.01;3500;2;100;3.2;50;8.00E-06;100;0.01;3500;2;100
92;230;180;40;20;0.974010632;0.983067533;0.972829297;0.978735972;0.96987596;0.947824375;1.439275861;1.123425975;1.242508116;1.242508116;3.2;50;8.00E-06;100;0.01;3500;2;100;3.2;50;8.00E-06;100;0.01;3500;2;100
140;230;180;40;40;0.903918094;0.91415633;0.884426068;0.892498523;0.882063398;0.852333136;1.439275861;1.123425975;1.242508116;1.242508116;3.2;50;8.00E-06;100;0.01;3500;2;100;3.2;50;8.00E-06;100;0.01;3500;2;100
48;230;210;40;0;0.890332743;0.904114983;0.87714117;0.888166962;0.89328608;0.852726915;1.439275861;1.123425975;1.242508116;1.242508116;3.2;50;8.00E-06;100;0.01;3500;2;100;3.2;50;8.00E-06;100;0.01;3500;2;100
96;230;210;40;20;0.911006104;0.927938571;0.908643434;0.920653672;0.905493207;0.890332743;1.439275861;1.123425975;1.242508116;1.242508116;3.2;50;8.00E-06;100;0.01;3500;2;100;3.2;50;8.00E-06;100;0.01;3500;2;100
144;230;210;40;40;0.919866115;0.938964363;0.909037212;0.926363457;0.905886986;0.877338059;1.439275861;1.123425975;1.242508116;1.242508116;3.2;50;8.00E-06;100;0.01;3500;2;100;3.2;50;8.00E-06;100;0.01;3500;2;100
